Driver,Qualifying_Time,Race_Time,Weather_AirTemp,Weather_TrackTemp,Weather_Humidity,Weather_WindSpeed,Weather_Rainfall,Weather_Pressure,team,FP1_total_time,Year,EventName
ALB,93.67,100.831,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,101.501,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,119.079,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,98.328,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,98.55,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,98.611,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.128,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.34,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.1,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.288,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.594,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.223,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.518,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.71,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.713,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.337,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.541,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.868,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.627,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,99.331,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,98.65,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALB,93.67,98.477,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Williams,121.027247,2025,United States Grand Prix
ALO,93.16,107.701,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,102.426,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.587,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.346,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.569,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,102.543,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,125.397,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,135.129,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.42,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.741,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.949,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.896,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.104,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.98,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.237,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.968,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.926,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.557,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.604,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.455,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.958,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.539,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.354,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.968,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.823,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.402,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.154,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.143,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,101.111,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,102.592,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,120.041,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.958,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.43,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.785,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.964,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.6,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.637,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.87,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.019,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.524,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.714,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.883,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,100.105,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.768,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.506,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.357,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.559,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.29,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.075,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.513,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.169,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,98.891,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,98.993,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,98.789,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,98.894,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ALO,93.16,99.249,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Aston Martin,118.169594,2025,United States Grand Prix
ANT,93.044,105.269,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.43,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.383,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.784,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.825,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,127.382,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,134.338,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,125.427,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.875,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.349,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.917,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.836,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.136,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.854,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.168,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.755,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.203,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.867,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.593,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.225,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.026,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.857,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.499,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.7,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.936,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.622,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,101.03,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.268,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.15,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,100.49,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,102.151,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,122.659,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,97.577,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.304,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.61,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.88,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.07,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.939,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.024,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.772,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.951,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.834,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.799,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.636,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.837,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.937,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.939,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.319,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.944,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.313,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.906,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.849,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.199,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,98.988,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.192,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
ANT,93.044,99.084,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Mercedes,121.120388,2025,United States Grand Prix
BEA,93.139,105.942,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Haas F1 Team,119.095926,2025,United States Grand Prix
BEA,93.139,102.479,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Haas F1 Team,119.095926,2025,United States Grand Prix
BEA,93.139,101.732,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,0.0,1001.1077922077924,Haas F1 Team,119.095926,2025,United States Grand Prix
