driver_number,driver,year,event,team,FP1_air_temp,FP1_humidity,FP1_rainfall,FP1_pressure,FP1_wind_speed,FP1_wind_direction,FP1_track_temp,FP1_total_time,FP2_air_temp,FP2_humidity,FP2_rainfall,FP2_pressure,FP2_wind_speed,FP2_wind_direction,FP2_track_temp,FP2_total_time,FP3_air_temp,FP3_humidity,FP3_rainfall,FP3_pressure,FP3_wind_speed,FP3_wind_direction,FP3_track_temp,FP3_total_time,Q_air_temp,Q_humidity,Q_rainfall,Q_pressure,Q_wind_speed,Q_wind_direction,Q_track_temp,Q_total_time,R_air_temp,R_humidity,R_rainfall,R_pressure,R_wind_speed,R_wind_direction,R_track_temp,R_total_time,race_position
22,TSU,2025,Australia Grand Prix,Racing Bulls,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,106.865516,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,94.899374,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,108.041678,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,97.921833,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.85025,12
23,ALB,2025,Australia Grand Prix,Williams,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,107.037677,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,100.042091,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,105.053031,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,97.0086,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.540984,5
27,HUL,2025,Australia Grand Prix,Kick Sauber,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,109.721105,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,96.561416,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,110.371384,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,99.396166,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.565837,7
30,LAW,2025,Australia Grand Prix,Red Bull Racing,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,109.688245,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,100.242269,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,100.889,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,101.427535,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,106.801382,R
31,OCO,2025,Australia Grand Prix,Haas F1 Team,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,104.872805,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,98.761669,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,111.238124,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,97.175708,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.810452,13
44,HAM,2025,Australia Grand Prix,Ferrari,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,101.45196,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,99.22939,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,119.8617,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,100.470029,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.697774,10
55,SAI,2025,Australia Grand Prix,Williams,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,100.280598,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,98.58434,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,105.64731,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,97.390383,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,0.0,R
63,RUS,2025,Australia Grand Prix,Mercedes,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,105.729321,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,97.835915,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,110.271911,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,96.553957,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.493187,3
81,PIA,2025,Australia Grand Prix,McLaren,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,105.10373,23.760493827160495,65.09876543209876,0.0,1016.9987654320988,1.2271604938271603,121.1358024691358,41.1320987654321,98.749529,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,103.259833,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,97.389222,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,105.996675,9
87,BEA,2025,Australia Grand Prix,Haas F1 Team,24.403703703703705,47.876543209876544,0.0,1018.1469135802469,0.862962962962963,132.90123456790124,42.07654320987654,98.142833,,,,,,,,,29.492307692307694,50.14102564102564,0.0,1013.3782051282051,0.7717948717948718,138.02564102564102,40.80128205128205,85.764,30.336000000000002,46.14666666666667,0.0,1009.376,0.772,159.6,40.50133333333333,33.462,15.707865168539326,78.42134831460675,0.3258426966292135,1009.9016853932583,3.475280898876404,242.2865168539326,18.942134831460674,107.864614,14
1,VER,2024,Australia Grand Prix,Red Bull Racing,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,102.739246,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,97.185476,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,93.483447,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,98.397042,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,83.287416,R
2,SAR,2024,Australia Grand Prix,Williams,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,98.084295,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,94.602736,,,,,,,,,,,,,,,,,,,,,,,,,
3,RIC,2024,Australia Grand Prix,RB,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,105.248894,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,96.523389,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,100.682616,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,93.306416,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.694672,12
4,NOR,2024,Australia Grand Prix,McLaren,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,98.581947,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,93.771958,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,97.345727,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,92.064222,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,83.213935,3
10,GAS,2024,Australia Grand Prix,Alpine,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,97.104865,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,93.98786,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,98.213157,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,91.227155,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,85.131864,13
11,PER,2024,Australia Grand Prix,Red Bull Racing,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,105.462167,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,96.072484,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,96.06227,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,97.995342,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.059169,5
14,ALO,2024,Australia Grand Prix,Aston Martin,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,95.612447,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,92.709921,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,101.109575,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,91.118187,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.456398,8
16,LEC,2024,Australia Grand Prix,Ferrari,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,103.024857,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,98.985918,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,104.434043,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,97.876833,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,83.144135,2
18,STR,2024,Australia Grand Prix,Aston Martin,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,96.913835,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,95.420766,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,101.000752,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,91.553222,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.690517,6
20,MAG,2024,Australia Grand Prix,Haas F1 Team,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,100.701134,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,94.993605,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,101.540855,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,90.310085,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.584562,10
22,TSU,2024,Australia Grand Prix,RB,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,100.968451,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,100.302939,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,105.864931,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,94.563303,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.724402,7
23,ALB,2024,Australia Grand Prix,Williams,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,96.309672,,,,,,,,,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,98.204573,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,91.390674,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.60477,11
24,ZHO,2024,Australia Grand Prix,Kick Sauber,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,103.297762,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,96.571878,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,108.42115,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,96.710253,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,85.214549,15
27,HUL,2024,Australia Grand Prix,Haas F1 Team,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,99.21742,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,94.935928,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,100.582953,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,87.863142,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.846222,9
31,OCO,2024,Australia Grand Prix,Alpine,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,102.429274,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,94.675173,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,96.496756,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,96.984272,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,85.459128,16
44,HAM,2024,Australia Grand Prix,Mercedes,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,101.255512,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,102.87235,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,109.953583,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,94.318483,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,84.663223,R
55,SAI,2024,Australia Grand Prix,Ferrari,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,111.099607,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,100.239721,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,101.601352,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,92.568559,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,83.127332,1
63,RUS,2024,Australia Grand Prix,Mercedes,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,99.425294,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,96.832089,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,103.446136,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,96.673313,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,83.517051,17
77,BOT,2024,Australia Grand Prix,Kick Sauber,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,99.665629,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,92.572522,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,100.873462,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,93.126163,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,85.271804,14
81,PIA,2024,Australia Grand Prix,McLaren,18.469135802469136,61.01234567901235,0.0,1023.5641975308641,1.262962962962963,142.54320987654322,33.70987654320987,97.001034,20.157317073170734,56.926829268292686,0.0,1022.0512195121953,1.803658536585366,147.47560975609755,36.15731707317073,91.090096,18.27283950617284,59.39506172839506,0.0,1025.324691358025,1.4333333333333333,133.25925925925927,27.669135802469132,98.063939,18.742307692307687,53.58974358974359,0.02564102564102564,1024.023076923077,1.4794871794871793,143.4102564102564,34.414102564102556,93.400813,20.62222222222222,44.451388888888886,0.0,1020.6013888888889,0.9534722222222223,154.78472222222223,38.40208333333333,83.721081,4
1,VER,2023,Australia Grand Prix,Red Bull Racing,18.069354838709682,61.83870967741935,0.0,1012.4725806451611,1.1564516129032254,180.59677419354838,32.34516129032258,106.01763,15.930487804878046,77.36585365853658,0.4268292682926829,1012.6085365853658,1.3231707317073171,143.47560975609755,23.851219512195122,113.282305,14.895238095238094,59.654761904761905,0.07142857142857142,1019.4571428571428,1.4059523809523806,131.42857142857142,23.510714285714283,92.435565,15.20421052631579,53.4,0.042105263157894736,1018.9305263157893,1.3221052631578945,127.18947368421053,22.71263157894737,92.931527,17.449549549549552,54.15765765765766,0.0,1018.3666666666666,1.1270270270270266,138.07207207207207,30.13963963963964,92.563055,1
2,SAR,2023,Australia Grand Prix,Williams,18.069354838709682,61.83870967741935,0.0,1012.4725806451611,1.1564516129032254,180.59677419354838,32.34516129032258,103.379002,,,,,,,,,14.895238095238094,59.654761904761905,0.07142857142857142,1019.4571428571428,1.4059523809523806,131.42857142857142,23.510714285714283,100.62497,15.20421052631579,53.4,0.042105263157894736,1018.9305263157893,1.3221052631578945,127.18947368421053,22.71263157894737,96.753901,17.449549549549552,54.15765765765766,0.0,1018.3666666666666,1.1270270270270266,138.07207207207207,30.13963963963964,92.435727,16
